expert.level,country,ASA.Class,Apfel.Score,NYHA.Score,ARISCAT.Score,rRCI,POSPOM,method.future.evaluation,who.obtains,online.legal,online.possible.internet,online.possible.telefon,lack of contact,impossible to observe behavior,no relation,no confidence,legal requirenments,unsure if illigal,no anamnestic info,Less stressful,Less waiting,Standardized questionaires,More efficient than face-to-face,Obtain.both.parents.complex,Obtain.both.parents.simple,parents.legal.online,id.card,id.card.needed
Consultant,Greece,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,Germany,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),Different (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Yes,Different (please comment),"Just the one, who is present",Different (please commment),Yes,Different (please commment)
Consultant,Slovakia,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Not selected,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Always both parents,"Just the one, who is present",No,Yes,Yes
Consultant,Turkey,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,Czechia,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Slovenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Spain,Yes,Not selected,Not selected,Yes,Not selected,Not selected,via telefone,Consultant,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Always both parents,Always both parents,Yes,Yes,Yes
Consultant,Portugal,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Not selected,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Sweden,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,other,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Other,Ireland,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Turkey,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Not selected,Yes,Yes,Not selected,Yes,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via videoconference,Consultant,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Germany,Yes,Yes,Yes,Not selected,Not selected,Not selected,NA,Resident,No,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Yes,Different (please comment),"Just the one, who is present",Yes,Different (please commment),Different (please commment)
Consultant,Germany,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Always both parents,"Just the one, who is present",Yes,No,No
Consultant,Other,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,Yes,No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Israel,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via videoconference,Resident,I do not know,No (please comment),No (please comment),Not selected,Yes,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",Yes,No,Yes
Consultant,Switzerland,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,France,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Netherlands,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via videoconference,Special trained nurse,I do not know,No (please comment),Different (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Resident,Germany,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Different (please comment),"Just the one, who is present",No,No,No
Consultant,Croatia,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Always both parents,"Just the one, who is present",No,Yes,Yes
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,other,Yes,No (please comment),No (please comment),Yes,Not selected,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via videoconference,Consultant,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Other,Germany,Yes,Yes,Yes,Yes,Not selected,Not selected,in person,Resident,No,No (please comment),Yes,Yes,Not selected,Not selected,Yes,Yes,Not selected,Not selected,Yes,Not selected,Yes,Yes,"Just the one, who is present","Just the one, who is present",Yes,Yes,Yes
Consultant,Germany,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Not selected,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Not selected,Not selected,Yes,Always both parents,"Just the one, who is present",No,No,No
Consultant,Austria,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Hungary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Finland,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,NA,Special trained nurse,NA,NA,NA,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,NA,NA,NA,NA,NA
Consultant,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,United Kingdom (UK),Yes,Yes,Yes,Not selected,Not selected,Yes,in person,Resident,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Other,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,other,Yes,Different (please comment),Different (please comment),Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Always both parents,Always both parents,Yes,Yes,Yes
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Other,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,other,No,No (please comment),No (please comment),Yes,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Not selected,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",Yes,Yes,Yes
Other,Latvia,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,other,I do not know,Different (please comment),Different (please comment),Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Different (please comment),Different (please comment),Different (please commment),Yes,Yes
Consultant,Netherlands,Yes,Not selected,Yes,Not selected,Not selected,Not selected,online via patient´s self assessment,Resident,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Yes,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Sweden,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),Yes,Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Always both parents,Always both parents,No,No,Yes
Consultant,United Kingdom (UK),Yes,Not selected,Not selected,Not selected,Not selected,Yes,in person,Consultant,No,No (please comment),No (please comment),Not selected,Not selected,Yes,Not selected,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Other,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Spain,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Croatia,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Not selected,Yes,Yes,Not selected,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Belarus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Austria,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Always both parents,"Just the one, who is present",No,Yes,Yes
Resident,United Kingdom (UK),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,Yes,Yes,Not selected,Yes,Not selected,Yes,Yes,Yes,Not selected,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Switzerland,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,Yes,Different (please comment),No (please comment),Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",Yes,No,No
Consultant,Portugal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,France,Yes,Yes,Yes,Not selected,Not selected,Not selected,online via patient´s self assessment,Resident,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Italy,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Not selected,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Spain,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Germany,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,Yes,Yes,Not selected,Yes,Not selected,Yes,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Always both parents,"Just the one, who is present",No,No,Yes
Other,Portugal,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Other,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,other,I do not know,No (please comment),No (please comment),Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,"Just the one, who is present",Always both parents,No,No,No
Other,Greece,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Yes,Not selected,Not selected,Always both parents,"Just the one, who is present",No,No,Yes
Resident,Romania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Spain,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Anaesthesia technician,Belgium,Yes,Yes,Not selected,Not selected,Not selected,Not selected,online via videoconference,Consultant,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Other,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,other,No,No (please comment),Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Yes,Not selected,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",Yes,No,Yes
Consultant,Sweden,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Always both parents,Always both parents,Yes,No,No
Consultant,Denmark,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Netherlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Germany,Yes,Yes,Yes,Not selected,Not selected,Not selected,NA,Resident,No,No (please comment),Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Different (please comment),Different (please comment),Different (please commment),No,Different (please commment)
Resident,Portugal,Yes,Yes,Not selected,Not selected,Not selected,Not selected,in person,Consultant,Yes,Yes,Yes,Yes,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",Yes,No,Yes
